,crash_date,crash_time,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,collision_id,vehicle_type_code1,latitude,longitude,location,on_street_name,borough,zip_code,off_street_name,contributing_factor_vehicle_2,vehicle_type_code2,contributing_factor_vehicle_3,vehicle_type_code_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_4,vehicle_type_code_5,crash_year
53002,2024-10-30T00:00:00.000,2025-11-21 20:11:00,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Unspecified,4767852.0,Pick-up Truck,40.678043,-73.98262,"{'latitude': 40.678043, 'longitude': -73.98262, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVE,BROOKLYN,11217.0,SACKETT ST,Unspecified,Bike,Unspecified,Station Wagon/Sport Utility Vehicle,,,,,2024.0
53524,2023-09-13T00:00:00.000,2025-11-21 03:05:00,84-07     ROOSEVELT AVENUE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4661989.0,Station Wagon/Sport Utility Vehicle,40.747856,-73.881905,"{'latitude': 40.747856, 'longitude': -73.881905, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,QUEENS,11372.0,,Unspecified,Bike,,,,,,,2023.0
53703,2025-02-25T00:00:00.000,2025-11-21 22:42:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Passing or Lane Usage Improper,4795059.0,Bus,40.814938,-73.914955,"{'latitude': 40.814938, 'longitude': -73.914955, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOK AVE,BRONX,10455.0,E 149 ST,Unspecified,Bike,,,,,,,2025.0
54153,2025-04-19T00:00:00.000,2025-11-21 16:02:00,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Traffic Control Disregarded,4807280.0,Box Truck,40.721596,-73.876465,"{'latitude': 40.721596, 'longitude': -73.876465, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",80 ST,QUEENS,11379.0,JUNIPER BLVD N,Unspecified,Bike,,,,,,,2025.0
54205,2025-04-24T00:00:00.000,2025-11-21 14:13:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Illnes,4807979.0,Bus,40.778477,-73.98545,"{'latitude': 40.778477, 'longitude': -73.98545, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",W 70 ST,MANHATTAN,10023.0,W END AVE,Unspecified,Bike,,,,,,,2025.0
55240,2025-07-19T00:00:00.000,2025-11-21 07:26:00,,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,Unsafe Speed,4828622.0,Sedan,,,,MANHATTAN BRIDGE,,,BOWERY,Unspecified,Bike,Unspecified,Station Wagon/Sport Utility Vehicle,,,,,2025.0
55489,2025-07-29T00:00:00.000,2025-11-21 18:06:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4831391.0,Station Wagon/Sport Utility Vehicle,40.733032,-73.98444,"{'latitude': 40.733032, 'longitude': -73.98444, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVE,MANHATTAN,10003.0,E 15 ST,Traffic Control Disregarded,Bike,,,,,,,2025.0
55764,2025-08-25T00:00:00.000,2025-11-21 08:25:00,87-84     LEFFERTS BLVD,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Passing or Lane Usage Improper,4837510.0,Station Wagon/Sport Utility Vehicle,40.697853,-73.8301,"{'latitude': 40.697853, 'longitude': -73.8301, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,QUEENS,11418.0,,Unspecified,Bike,,,,,,,2025.0
56204,2025-09-27T00:00:00.000,2025-11-21 02:36:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4845384.0,Sedan,40.707756,-73.946655,"{'latitude': 40.707756, 'longitude': -73.946655, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MESEROLE ST,BROOKLYN,11206.0,LEONARD ST,Unspecified,Bike,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,,Station Wagon/Sport Utility Vehicle,,2025.0
56549,2025-09-21T00:00:00.000,2025-11-21 16:20:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4844819.0,Sedan,40.687473,-73.826706,"{'latitude': 40.687473, 'longitude': -73.826706, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",117 ST,QUEENS,11419.0,103 AVE,Unspecified,Bike,,,,,,,2025.0
56864,2019-09-08T00:00:00.000,2025-11-21 21:32:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4201958.0,Garbage or Refuse,40.669655,-73.99253,"{'latitude': 40.669655, 'longitude': -73.99253}",3 AVENUE                        ,BROOKLYN,11215.0,12 STREET,Unspecified,E-Bik,,,,,,,2019.0
57182,2022-06-29T00:00:00.000,2025-11-21 23:54:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4542310.0,Sedan,40.814266,-73.912964,"{'latitude': 40.814266, 'longitude': -73.912964, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 149 STREET,BRONX,10455.0,SAINT ANNS AVENUE,Unspecified,E-Bike,,,,,,,2022.0
57316,2021-05-24T00:00:00.000,2025-11-21 06:45:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,4420981.0,Pick-up Truck,40.769283,-73.82445,"{'latitude': 40.769283, 'longitude': -73.82445, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARSONS BOULEVARD,QUEENS,11354.0,32 AVENUE,Unspecified,E-Bike,,,,,,,2021.0
57397,2020-08-01T00:00:00.000,2025-11-21 17:16:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,4334713.0,Sedan,40.840508,-73.85515,"{'latitude': 40.840508, 'longitude': -73.85515, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",METROPOLITAN AVENUE,BRONX,10462.0,LINDEN DRIVE,Unspecified,E-Bike,,,,,,,2020.0
57669,2021-07-01T00:00:00.000,2025-11-21 05:24:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4433274.0,Sedan,40.819786,-73.91216,"{'latitude': 40.819786, 'longitude': -73.91216, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOK AVENUE,BRONX,10451.0,EAST 156 STREET,Unspecified,E-Bike,,,,,,,2021.0
58592,2021-09-05T00:00:00.000,2025-11-21 03:19:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4455132.0,Sedan,40.864655,-73.813866,"{'latitude': 40.864655, 'longitude': -73.813866, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SHORE ROAD,,,,Unspecified,E-Bike,,,,,,,2021.0
59204,2022-07-20T00:00:00.000,2025-11-21 22:04:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4548206.0,Sedan,40.86755,-73.86151,"{'latitude': 40.86755, 'longitude': -73.86151, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONXWOOD AVENUE,BRONX,10469.0,WILLIAMSBRIDGE ROAD,Unspecified,E-Bike,,,,,,,2022.0
59634,2022-07-06T00:00:00.000,2025-11-21 03:58:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4544299.0,Station Wagon/Sport Utility Vehicle,40.818558,-73.92732,"{'latitude': 40.818558, 'longitude': -73.92732, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND CONCOURSE,BRONX,10451.0,EAST 149 STREET,Traffic Control Disregarded,E-Bike,,,,,,,2022.0
59900,2022-08-30T00:00:00.000,2025-11-21 16:25:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,View Obstructed/Limited,4559907.0,Tractor Truck Diesel,40.658577,-73.89063,"{'latitude': 40.658577, 'longitude': -73.89063, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PENNSYLVANIA AVENUE,BROOKLYN,11207.0,LINDEN BOULEVARD,Unspecified,E-Bike,,,,,,,2022.0
60149,2023-06-22T00:00:00.000,2025-11-21 23:40:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4640064.0,Station Wagon/Sport Utility Vehicle,40.67922,-73.90405,"{'latitude': 40.67922, 'longitude': -73.90405, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,BROOKLYN,11233.0,CONWAY STREET,Unspecified,E-Bike,,,,,,,2023.0
60371,2022-12-04T00:00:00.000,2025-11-21 01:30:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,4587010.0,Sedan,40.74595,-73.99802,"{'latitude': 40.74595, 'longitude': -73.99802, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 24 STREET,,,,Unspecified,E-Bike,Unspecified,Station Wagon/Sport Utility Vehicle,,,,,2022.0
60374,2022-12-28T00:00:00.000,2025-11-21 13:36:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4593632.0,Station Wagon/Sport Utility Vehicle,40.627987,-73.93078,"{'latitude': 40.627987, 'longitude': -73.93078, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHENECTADY AVENUE,BROOKLYN,11234.0,AVENUE J,Driver Inattention/Distraction,E-Bike,,,,,,,2022.0
60379,2023-08-09T00:00:00.000,2025-11-21 05:47:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4652722.0,Flat Rack,40.81593,-73.8917,"{'latitude': 40.81593, 'longitude': -73.8917, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TIFFANY STREET,BRONX,10474.0,BARRY STREET,Unspecified,E-Bike,,,,,,,2023.0
60792,2023-04-05T00:00:00.000,2025-11-21 23:22:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unsafe Speed,4618759.0,Pick-up Truck,40.84706,-73.84908,"{'latitude': 40.84706, 'longitude': -73.84908, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLIAMSBRIDGE ROAD,BRONX,10461.0,PIERCE AVENUE,Unspecified,E-Bike,Unspecified,Sedan,,,,,2023.0
60899,2023-05-12T00:00:00.000,2025-11-21 16:20:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4628437.0,Station Wagon/Sport Utility Vehicle,40.723274,-73.94223,"{'latitude': 40.723274, 'longitude': -73.94223, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MONITOR STREET,BROOKLYN,11222.0,DRIGGS AVENUE,Driver Inattention/Distraction,E-Bike,,,,,,,2023.0
61817,2024-02-23T00:00:00.000,2025-11-21 05:58:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unsafe Speed,4705065.0,Station Wagon/Sport Utility Vehicle,40.82419,-73.91385,"{'latitude': 40.82419, 'longitude': -73.91385, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MELROSE AVENUE,BRONX,10451.0,EAST 161 STREET,Traffic Control Disregarded,E-Bike,,,,,,,2024.0
61937,2023-12-28T00:00:00.000,2025-11-21 06:13:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4690833.0,Flat Bed,40.76465,-73.823494,"{'latitude': 40.76465, 'longitude': -73.823494, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTHERN BOULEVARD,,,,Unspecified,E-Bike,,,,,,,2023.0
62121,2024-05-22T00:00:00.000,2025-11-21 09:10:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,4726906.0,Pick-up Truck,40.64479,-74.01433,"{'latitude': 40.64479, 'longitude': -74.01433, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,BROOKLYN,11220.0,53 STREET,Failure to Yield Right-of-Way,E-Bike,,,,,,,2024.0
62215,2024-06-01T00:00:00.000,2025-11-21 03:57:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4729767.0,Tractor Truck Diesel,40.850906,-73.93829,"{'latitude': 40.850906, 'longitude': -73.93829, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 181 STREET,,,,Unspecified,E-Bike,,,,,,,2024.0
62272,2024-06-07T00:00:00.000,2025-11-21 14:05:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4730846.0,Box Truck,40.76588,-73.99464,"{'latitude': 40.76588, 'longitude': -73.99464, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 AVENUE,MANHATTAN,10019.0,WEST 50 STREET,Unspecified,E-Bike,,,,,,,2024.0
